9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,0,6,6,6,1,0,0,6,0,2,6,1,1,1,1,1,1,0,2,0,2,0,6,0,1,1,0,6,10
8,0,0,6,2,6,2,1,2,1,1,6,1,1,1,1,1,1,0,2,2,1,6,0,0,1,0,6,1,10
8,6,2,0,6,0,2,2,0,1,0,0,1,1,1,1,1,1,1,0,6,1,1,2,2,6,0,6,1,10
8,2,2,2,1,6,6,1,1,1,2,1,1,1,1,1,1,1,2,1,6,0,2,0,6,2,2,1,2,10
8,0,0,1,2,0,0,0,2,0,0,0,1,1,1,1,1,1,0,0,6,6,6,6,0,2,0,0,6,10
8,0,2,0,6,8,9,9,9,10,2,2,1,1,1,1,1,1,0,2,8,9,9,9,10,0,2,2,0,10
8,6,6,2,6,8,5,5,5,10,1,1,1,1,1,1,1,1,2,2,8,5,5,5,10,2,0,1,1,10
8,1,2,2,1,8,5,5,5,10,6,6,1,1,1,1,1,1,0,0,8,5,5,5,10,1,0,0,2,10
8,1,2,2,6,8,5,5,5,10,0,2,1,1,1,1,1,1,1,2,8,5,5,5,10,1,6,2,2,10
8,2,2,1,6,8,5,5,5,10,2,0,1,1,1,1,1,1,2,6,8,5,5,5,10,6,6,6,1,10
8,1,0,1,6,8,5,5,5,10,2,2,1,1,1,1,1,1,6,2,8,5,5,5,10,6,1,1,2,10
8,1,1,1,6,8,5,5,5,10,1,2,1,1,1,1,1,1,2,2,8,5,5,5,10,0,6,1,0,10
8,1,6,1,2,8,5,5,5,10,0,1,1,1,1,1,1,1,2,6,8,5,5,5,10,6,0,6,2,10
8,6,0,2,6,8,5,5,5,10,6,1,1,1,1,1,1,1,2,6,8,5,5,5,10,2,0,2,2,10
8,6,2,2,0,8,5,5,5,10,2,6,1,1,1,1,1,1,6,1,8,5,5,5,10,0,2,2,6,10
8,2,1,2,6,8,5,5,5,10,0,2,1,1,1,1,1,1,2,1,8,5,5,5,10,1,2,2,0,10
8,2,1,2,0,8,5,5,5,10,0,6,1,1,1,1,1,1,6,2,8,5,5,5,10,1,0,0,0,10
8,2,1,6,6,8,3,3,3,10,1,1,1,1,1,1,1,1,1,6,8,3,3,3,10,2,0,6,0,10
8,2,6,2,1,2,1,6,6,2,0,1,1,1,1,1,1,1,1,1,0,2,6,0,1,2,2,6,0,10
8,6,2,1,2,6,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,0,2,6,0,2,0,10
8,0,1,0,0,1,6,6,6,0,0,0,1,1,1,1,1,1,0,0,6,0,0,6,1,1,1,1,0,10
8,2,1,1,6,1,2,1,2,6,0,0,1,1,1,1,1,1,6,1,1,2,0,6,1,1,6,6,6,10
8,0,0,1,6,2,6,1,2,6,0,0,1,1,1,1,1,1,1,0,6,6,2,0,6,2,2,2,0,10
8,2,2,6,1,2,0,6,0,2,2,6,1,1,1,1,1,1,2,0,6,2,2,1,2,1,1,6,6,10
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
