9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,0,0,1,6,0,6,1,6,6,6,6,6,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,10
8,0,6,1,0,6,1,1,0,6,6,6,0,0,6,6,0,6,6,1,6,1,1,1,1,1,1,1,1,1,6,1,0,0,1,10
8,1,0,1,6,1,0,1,1,1,0,1,0,0,1,1,6,1,0,0,6,1,1,1,1,1,1,1,1,1,1,6,0,1,1,10
8,1,0,0,0,6,6,6,1,1,0,6,1,1,0,0,1,0,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,0,10
8,6,6,1,6,0,6,1,0,0,0,1,1,0,0,0,1,6,1,0,0,1,1,1,1,1,1,1,1,1,1,6,0,6,1,10
8,0,1,6,1,6,1,1,6,6,1,0,1,0,0,1,0,1,6,6,0,1,1,1,1,1,1,1,1,1,6,0,0,6,1,10
8,6,6,0,6,0,6,1,0,1,6,0,1,6,0,6,1,6,6,6,1,1,1,1,1,1,1,1,1,1,0,1,6,6,1,10
8,6,1,0,6,6,6,0,0,0,0,0,0,0,0,0,6,6,1,6,0,1,1,1,1,1,1,1,1,1,1,0,1,6,6,10
8,0,6,1,6,1,0,1,9,9,9,9,9,9,9,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9,9,9,9,9,10
8,1,1,0,6,6,0,8,5,5,5,5,5,5,5,10,6,1,0,1,0,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,6,0,1,0,6,0,8,5,5,5,5,5,5,5,10,0,1,1,0,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,0,1,1,0,1,0,8,5,5,5,5,5,5,5,10,0,0,1,1,0,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,0,6,0,0,1,0,8,5,5,5,5,5,5,5,10,0,1,6,6,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,1,0,0,6,0,0,8,5,5,5,5,5,5,5,10,0,1,6,1,6,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,0,6,1,1,1,0,8,5,5,5,5,5,5,5,10,0,6,1,6,0,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,6,0,1,0,1,0,8,5,5,5,5,5,5,5,10,0,1,0,0,6,1,1,1,1,1,1,1,1,1,8,5,5,5,5,10
8,6,1,0,0,0,0,1,3,3,3,3,3,3,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,10
8,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,6,6,1,1,1,1,1,1,1,1,1,0,0,0,6,6,10
8,0,6,6,1,0,1,0,6,1,1,6,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,6,1,1,0,1,10
8,0,6,1,6,6,0,0,6,1,6,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,0,1,0,6,6,10
8,1,6,6,6,6,1,0,1,0,6,0,1,6,6,0,0,0,6,0,0,1,1,1,1,1,1,1,1,1,0,6,6,1,6,10
8,1,0,0,6,6,6,1,1,1,1,0,1,0,6,6,0,1,6,1,0,1,1,1,1,1,1,1,1,1,6,0,1,6,0,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
